,_id,Initial_Year,Initial_Month,Forecast_Year,Foreast_Month,Province_ID,Province_NameTH,Rainfall.mm.,Province
0,1,2023,1,2023,1,10,กรุงเทพมหานคร,18.8020932,กรุงเทพมหานคร
1,2,2023,1,2023,1,11,สมุทรปราการ,14.15289707,สมุทรปราการ
2,3,2023,1,2023,1,12,นนทบุรี,19.02253284,นนทบุรี
3,4,2023,1,2023,1,13,ปทุมธานี,15.55536278,ปทุมธานี
4,5,2023,1,2023,1,14,พระนครศรีอยุธยา,12.54678874,พระนครศรีอยุธยา
5,6,2023,1,2023,1,15,อ่างทอง,17.12334163,อ่างทอง
6,7,2023,1,2023,1,16,ลพบุรี,12.93856959,ลพบุรี
7,8,2023,1,2023,1,17,สิงห์บุรี,11.78389048,สิงห์บุรี
8,9,2023,1,2023,1,18,ชัยนาท,6.086061758,ชัยนาท
9,10,2023,1,2023,1,19,สระบุรี,20.8451379,สระบุรี
14,15,2023,1,2023,1,24,ฉะเชิงเทรา,5.716058429,ฉะเชิงเทรา
16,17,2023,1,2023,1,26,นครนายก,13.22242745,นครนายก
55,56,2023,1,2023,1,70,ราชบุรี,6.437758541,ราชบุรี
57,58,2023,1,2023,1,72,สุพรรณบุรี,22.96932715,สุพรรณบุรี
58,59,2023,1,2023,1,73,นครปฐม,11.77419229,นครปฐม
59,60,2023,1,2023,1,74,สมุทรสาคร,13.78645919,สมุทรสาคร
60,61,2023,1,2023,1,75,สมุทรสงคราม,5.890637674,สมุทรสงคราม
61,62,2023,1,2023,1,76,เพชรบุรี,9.481056836,เพชรบุรี
77,78,2023,1,2023,2,10,กรุงเทพมหานคร,7.221436206,กรุงเทพมหานคร
78,79,2023,1,2023,2,11,จ.สมุทรปราการ,6.642668365,สมุทรปราการ
79,80,2023,1,2023,2,12,จ.นนทบุรี,7.32679174,นนทบุรี
80,81,2023,1,2023,2,13,จ.ปทุมธานี,10.34393533,ปทุมธานี
81,82,2023,1,2023,2,14,จ.พระนครศรีอยุธยา,7.280295776,พระนครศรีอยุธยา
82,83,2023,1,2023,2,15,จ.อ่างทอง,2.263453867,อ่างทอง
83,84,2023,1,2023,2,16,จ.ลพบุรี,4.367899761,ลพบุรี
84,85,2023,1,2023,2,17,จ.สิงห์บุรี,1.553227664,สิงห์บุรี
85,86,2023,1,2023,2,18,จ.ชัยนาท,1.713415675,ชัยนาท
86,87,2023,1,2023,2,19,จ.สระบุรี,3.557782697,สระบุรี
91,92,2023,1,2023,2,24,จ.ฉะเชิงเทรา,8.000106651,ฉะเชิงเทรา
93,94,2023,1,2023,2,26,จ.นครนายก,4.961149554,นครนายก
132,133,2023,1,2023,2,70,จ.ราชบุรี,1.019125115,ราชบุรี
134,135,2023,1,2023,2,72,จ.สุพรรณบุรี,1.654703286,สุพรรณบุรี
135,136,2023,1,2023,2,73,จ.นครปฐม,4.68929011,นครปฐม
136,137,2023,1,2023,2,74,จ.สมุทรสาคร,4.835366523,สมุทรสาคร
137,138,2023,1,2023,2,75,จ.สมุทรสงคราม,1.328347824,สมุทรสงคราม
138,139,2023,1,2023,2,76,จ.เพชรบุรี,2.719379135,เพชรบุรี
154,155,2023,1,2023,3,10,กรุงเทพมหานคร,156.3168909,กรุงเทพมหานคร
155,156,2023,1,2023,3,11,จ.สมุทรปราการ,144.9018933,สมุทรปราการ
156,157,2023,1,2023,3,12,จ.นนทบุรี,157.2669794,นนทบุรี
157,158,2023,1,2023,3,13,จ.ปทุมธานี,166.8945664,ปทุมธานี
158,159,2023,1,2023,3,14,จ.พระนครศรีอยุธยา,157.3547513,พระนครศรีอยุธยา
159,160,2023,1,2023,3,15,จ.อ่างทอง,122.6504862,อ่างทอง
160,161,2023,1,2023,3,16,จ.ลพบุรี,77.1842078,ลพบุรี
161,162,2023,1,2023,3,17,จ.สิงห์บุรี,90.87302588,สิงห์บุรี
162,163,2023,1,2023,3,18,จ.ชัยนาท,64.3362423,ชัยนาท
163,164,2023,1,2023,3,19,จ.สระบุรี,122.8983923,สระบุรี
168,169,2023,1,2023,3,24,จ.ฉะเชิงเทรา,123.322351,ฉะเชิงเทรา
170,171,2023,1,2023,3,26,จ.นครนายก,120.5584431,นครนายก
209,210,2023,1,2023,3,70,จ.ราชบุรี,186.0932525,ราชบุรี
211,212,2023,1,2023,3,72,จ.สุพรรณบุรี,110.5674013,สุพรรณบุรี
212,213,2023,1,2023,3,73,จ.นครปฐม,136.3675461,นครปฐม
213,214,2023,1,2023,3,74,จ.สมุทรสาคร,157.7162934,สมุทรสาคร
214,215,2023,1,2023,3,75,จ.สมุทรสงคราม,196.1196523,สมุทรสงคราม
215,216,2023,1,2023,3,76,จ.เพชรบุรี,349.4985033,เพชรบุรี
231,232,2023,1,2023,4,10,กรุงเทพมหานคร,29.20181053,กรุงเทพมหานคร
232,233,2023,1,2023,4,11,จ.สมุทรปราการ,16.372338,สมุทรปราการ
233,234,2023,1,2023,4,12,จ.นนทบุรี,35.15480297,นนทบุรี
234,235,2023,1,2023,4,13,จ.ปทุมธานี,46.99973185,ปทุมธานี
235,236,2023,1,2023,4,14,จ.พระนครศรีอยุธยา,28.90693899,พระนครศรีอยุธยา
236,237,2023,1,2023,4,15,จ.อ่างทอง,18.81645885,อ่างทอง
237,238,2023,1,2023,4,16,จ.ลพบุรี,33.9353883,ลพบุรี
238,239,2023,1,2023,4,17,จ.สิงห์บุรี,24.61547554,สิงห์บุรี
239,240,2023,1,2023,4,18,จ.ชัยนาท,15.7435962,ชัยนาท
240,241,2023,1,2023,4,19,จ.สระบุรี,50.21295644,สระบุรี
245,246,2023,1,2023,4,24,จ.ฉะเชิงเทรา,62.43158591,ฉะเชิงเทรา
247,248,2023,1,2023,4,26,จ.นครนายก,50.86223767,นครนายก
286,287,2023,1,2023,4,70,จ.ราชบุรี,8.391087259,ราชบุรี
288,289,2023,1,2023,4,72,จ.สุพรรณบุรี,7.187308629,สุพรรณบุรี
289,290,2023,1,2023,4,73,จ.นครปฐม,12.19684181,นครปฐม
290,291,2023,1,2023,4,74,จ.สมุทรสาคร,14.72088525,สมุทรสาคร
291,292,2023,1,2023,4,75,จ.สมุทรสงคราม,10.60489856,สมุทรสงคราม
292,293,2023,1,2023,4,76,จ.เพชรบุรี,22.79715261,เพชรบุรี
308,309,2023,1,2023,5,10,กรุงเทพมหานคร,233.159259,กรุงเทพมหานคร
309,310,2023,1,2023,5,11,จ.สมุทรปราการ,239.2763409,สมุทรปราการ
310,311,2023,1,2023,5,12,จ.นนทบุรี,209.5342213,นนทบุรี
311,312,2023,1,2023,5,13,จ.ปทุมธานี,181.402784,ปทุมธานี
312,313,2023,1,2023,5,14,จ.พระนครศรีอยุธยา,181.7395491,พระนครศรีอยุธยา
313,314,2023,1,2023,5,15,จ.อ่างทอง,183.8327057,อ่างทอง
314,315,2023,1,2023,5,16,จ.ลพบุรี,207.1105268,ลพบุรี
315,316,2023,1,2023,5,17,จ.สิงห์บุรี,199.3918299,สิงห์บุรี
316,317,2023,1,2023,5,18,จ.ชัยนาท,202.4761328,ชัยนาท
317,318,2023,1,2023,5,19,จ.สระบุรี,228.2932834,สระบุรี
322,323,2023,1,2023,5,24,จ.ฉะเชิงเทรา,223.814389,ฉะเชิงเทรา
324,325,2023,1,2023,5,26,จ.นครนายก,215.2975335,นครนายก
363,364,2023,1,2023,5,70,จ.ราชบุรี,182.5412719,ราชบุรี
365,366,2023,1,2023,5,72,จ.สุพรรณบุรี,163.128886,สุพรรณบุรี
366,367,2023,1,2023,5,73,จ.นครปฐม,176.8970709,นครปฐม
367,368,2023,1,2023,5,74,จ.สมุทรสาคร,226.9373859,สมุทรสาคร
368,369,2023,1,2023,5,75,จ.สมุทรสงคราม,216.236,สมุทรสงคราม
369,370,2023,1,2023,5,76,จ.เพชรบุรี,151.6332989,เพชรบุรี
385,386,2023,1,2023,6,10,กรุงเทพมหานคร,115.4466998,กรุงเทพมหานคร
386,387,2023,1,2023,6,11,จ.สมุทรปราการ,116.9976621,สมุทรปราการ
387,388,2023,1,2023,6,12,จ.นนทบุรี,115.4948029,นนทบุรี
388,389,2023,1,2023,6,13,จ.ปทุมธานี,130.0541561,ปทุมธานี
389,390,2023,1,2023,6,14,จ.พระนครศรีอยุธยา,111.505446,พระนครศรีอยุธยา
390,391,2023,1,2023,6,15,จ.อ่างทอง,92.66521187,อ่างทอง
391,392,2023,1,2023,6,16,จ.ลพบุรี,127.3785588,ลพบุรี
392,393,2023,1,2023,6,17,จ.สิงห์บุรี,92.52841495,สิงห์บุรี
393,394,2023,1,2023,6,18,จ.ชัยนาท,97.2173064,ชัยนาท
394,395,2023,1,2023,6,19,จ.สระบุรี,99.08780655,สระบุรี
399,400,2023,1,2023,6,24,จ.ฉะเชิงเทรา,168.2829955,ฉะเชิงเทรา
401,402,2023,1,2023,6,26,จ.นครนายก,124.0555692,นครนายก
440,441,2023,1,2023,6,70,จ.ราชบุรี,90.40039014,ราชบุรี
442,443,2023,1,2023,6,72,จ.สุพรรณบุรี,89.82937573,สุพรรณบุรี
443,444,2023,1,2023,6,73,จ.นครปฐม,110.3338011,นครปฐม
444,445,2023,1,2023,6,74,จ.สมุทรสาคร,106.9335409,สมุทรสาคร
445,446,2023,1,2023,6,75,จ.สมุทรสงคราม,86.41660862,สมุทรสงคราม
446,447,2023,1,2023,6,76,จ.เพชรบุรี,64.77504874,เพชรบุรี
462,463,2023,2,2023,2,10,กรุงเทพมหานคร,7.221436206,กรุงเทพมหานคร
463,464,2023,2,2023,2,11,จ.สมุทรปราการ,6.642668365,สมุทรปราการ
464,465,2023,2,2023,2,12,จ.นนทบุรี,7.32679174,นนทบุรี
465,466,2023,2,2023,2,13,จ.ปทุมธานี,10.34393533,ปทุมธานี
466,467,2023,2,2023,2,14,จ.พระนครศรีอยุธยา,7.280295776,พระนครศรีอยุธยา
467,468,2023,2,2023,2,15,จ.อ่างทอง,2.263453867,อ่างทอง
468,469,2023,2,2023,2,16,จ.ลพบุรี,4.367899761,ลพบุรี
469,470,2023,2,2023,2,17,จ.สิงห์บุรี,1.553227664,สิงห์บุรี
470,471,2023,2,2023,2,18,จ.ชัยนาท,1.713415675,ชัยนาท
471,472,2023,2,2023,2,19,จ.สระบุรี,3.557782697,สระบุรี
476,477,2023,2,2023,2,24,จ.ฉะเชิงเทรา,8.000106651,ฉะเชิงเทรา
478,479,2023,2,2023,2,26,จ.นครนายก,4.961149554,นครนายก
517,518,2023,2,2023,2,70,จ.ราชบุรี,1.019125115,ราชบุรี
519,520,2023,2,2023,2,72,จ.สุพรรณบุรี,1.654703286,สุพรรณบุรี
520,521,2023,2,2023,2,73,จ.นครปฐม,4.68929011,นครปฐม
521,522,2023,2,2023,2,74,จ.สมุทรสาคร,4.835366523,สมุทรสาคร
522,523,2023,2,2023,2,75,จ.สมุทรสงคราม,1.328347824,สมุทรสงคราม
523,524,2023,2,2023,2,76,จ.เพชรบุรี,2.719379135,เพชรบุรี
539,540,2023,2,2023,3,10,กรุงเทพมหานคร,156.3168909,กรุงเทพมหานคร
540,541,2023,2,2023,3,11,จ.สมุทรปราการ,144.9018933,สมุทรปราการ
541,542,2023,2,2023,3,12,จ.นนทบุรี,157.2669794,นนทบุรี
542,543,2023,2,2023,3,13,จ.ปทุมธานี,166.8945664,ปทุมธานี
543,544,2023,2,2023,3,14,จ.พระนครศรีอยุธยา,157.3547513,พระนครศรีอยุธยา
544,545,2023,2,2023,3,15,จ.อ่างทอง,122.6504862,อ่างทอง
545,546,2023,2,2023,3,16,จ.ลพบุรี,77.1842078,ลพบุรี
546,547,2023,2,2023,3,17,จ.สิงห์บุรี,90.87302588,สิงห์บุรี
547,548,2023,2,2023,3,18,จ.ชัยนาท,64.3362423,ชัยนาท
548,549,2023,2,2023,3,19,จ.สระบุรี,122.8983923,สระบุรี
553,554,2023,2,2023,3,24,จ.ฉะเชิงเทรา,123.322351,ฉะเชิงเทรา
555,556,2023,2,2023,3,26,จ.นครนายก,120.5584431,นครนายก
594,595,2023,2,2023,3,70,จ.ราชบุรี,186.0932525,ราชบุรี
596,597,2023,2,2023,3,72,จ.สุพรรณบุรี,110.5674013,สุพรรณบุรี
597,598,2023,2,2023,3,73,จ.นครปฐม,136.3675461,นครปฐม
598,599,2023,2,2023,3,74,จ.สมุทรสาคร,157.7162934,สมุทรสาคร
599,600,2023,2,2023,3,75,จ.สมุทรสงคราม,196.1196523,สมุทรสงคราม
600,601,2023,2,2023,3,76,จ.เพชรบุรี,349.4985033,เพชรบุรี
616,617,2023,2,2023,4,10,กรุงเทพมหานคร,29.20181053,กรุงเทพมหานคร
617,618,2023,2,2023,4,11,จ.สมุทรปราการ,16.372338,สมุทรปราการ
618,619,2023,2,2023,4,12,จ.นนทบุรี,35.15480297,นนทบุรี
619,620,2023,2,2023,4,13,จ.ปทุมธานี,46.99973185,ปทุมธานี
620,621,2023,2,2023,4,14,จ.พระนครศรีอยุธยา,28.90693899,พระนครศรีอยุธยา
621,622,2023,2,2023,4,15,จ.อ่างทอง,18.81645885,อ่างทอง
622,623,2023,2,2023,4,16,จ.ลพบุรี,33.9353883,ลพบุรี
623,624,2023,2,2023,4,17,จ.สิงห์บุรี,24.61547554,สิงห์บุรี
624,625,2023,2,2023,4,18,จ.ชัยนาท,15.7435962,ชัยนาท
625,626,2023,2,2023,4,19,จ.สระบุรี,50.21295644,สระบุรี
630,631,2023,2,2023,4,24,จ.ฉะเชิงเทรา,62.43158591,ฉะเชิงเทรา
632,633,2023,2,2023,4,26,จ.นครนายก,50.86223767,นครนายก
671,672,2023,2,2023,4,70,จ.ราชบุรี,8.391087259,ราชบุรี
673,674,2023,2,2023,4,72,จ.สุพรรณบุรี,7.187308629,สุพรรณบุรี
674,675,2023,2,2023,4,73,จ.นครปฐม,12.19684181,นครปฐม
675,676,2023,2,2023,4,74,จ.สมุทรสาคร,14.72088525,สมุทรสาคร
676,677,2023,2,2023,4,75,จ.สมุทรสงคราม,10.60489856,สมุทรสงคราม
677,678,2023,2,2023,4,76,จ.เพชรบุรี,22.79715261,เพชรบุรี
693,694,2023,2,2023,5,10,กรุงเทพมหานคร,233.159259,กรุงเทพมหานคร
694,695,2023,2,2023,5,11,จ.สมุทรปราการ,239.2763409,สมุทรปราการ
695,696,2023,2,2023,5,12,จ.นนทบุรี,209.5342213,นนทบุรี
696,697,2023,2,2023,5,13,จ.ปทุมธานี,181.402784,ปทุมธานี
697,698,2023,2,2023,5,14,จ.พระนครศรีอยุธยา,181.7395491,พระนครศรีอยุธยา
698,699,2023,2,2023,5,15,จ.อ่างทอง,183.8327057,อ่างทอง
699,700,2023,2,2023,5,16,จ.ลพบุรี,207.1105268,ลพบุรี
700,701,2023,2,2023,5,17,จ.สิงห์บุรี,199.3918299,สิงห์บุรี
701,702,2023,2,2023,5,18,จ.ชัยนาท,202.4761328,ชัยนาท
702,703,2023,2,2023,5,19,จ.สระบุรี,228.2932834,สระบุรี
707,708,2023,2,2023,5,24,จ.ฉะเชิงเทรา,223.814389,ฉะเชิงเทรา
709,710,2023,2,2023,5,26,จ.นครนายก,215.2975335,นครนายก
748,749,2023,2,2023,5,70,จ.ราชบุรี,182.5412719,ราชบุรี
750,751,2023,2,2023,5,72,จ.สุพรรณบุรี,163.128886,สุพรรณบุรี
751,752,2023,2,2023,5,73,จ.นครปฐม,176.8970709,นครปฐม
752,753,2023,2,2023,5,74,จ.สมุทรสาคร,226.9373859,สมุทรสาคร
753,754,2023,2,2023,5,75,จ.สมุทรสงคราม,216.236,สมุทรสงคราม
754,755,2023,2,2023,5,76,จ.เพชรบุรี,151.6332989,เพชรบุรี
770,771,2023,2,2023,6,10,กรุงเทพมหานคร,115.4466998,กรุงเทพมหานคร
771,772,2023,2,2023,6,11,จ.สมุทรปราการ,116.9976621,สมุทรปราการ
772,773,2023,2,2023,6,12,จ.นนทบุรี,115.4948029,นนทบุรี
773,774,2023,2,2023,6,13,จ.ปทุมธานี,130.0541561,ปทุมธานี
774,775,2023,2,2023,6,14,จ.พระนครศรีอยุธยา,111.505446,พระนครศรีอยุธยา
775,776,2023,2,2023,6,15,จ.อ่างทอง,92.66521187,อ่างทอง
776,777,2023,2,2023,6,16,จ.ลพบุรี,127.3785588,ลพบุรี
777,778,2023,2,2023,6,17,จ.สิงห์บุรี,92.52841495,สิงห์บุรี
778,779,2023,2,2023,6,18,จ.ชัยนาท,97.2173064,ชัยนาท
779,780,2023,2,2023,6,19,จ.สระบุรี,99.08780655,สระบุรี
784,785,2023,2,2023,6,24,จ.ฉะเชิงเทรา,168.2829955,ฉะเชิงเทรา
786,787,2023,2,2023,6,26,จ.นครนายก,124.0555692,นครนายก
825,826,2023,2,2023,6,70,จ.ราชบุรี,90.40039014,ราชบุรี
827,828,2023,2,2023,6,72,จ.สุพรรณบุรี,89.82937573,สุพรรณบุรี
828,829,2023,2,2023,6,73,จ.นครปฐม,110.3338011,นครปฐม
829,830,2023,2,2023,6,74,จ.สมุทรสาคร,106.9335409,สมุทรสาคร
830,831,2023,2,2023,6,75,จ.สมุทรสงคราม,86.41660862,สมุทรสงคราม
831,832,2023,2,2023,6,76,จ.เพชรบุรี,64.77504874,เพชรบุรี
847,848,2023,2,2023,7,10,กรุงเทพมหานคร,68.28825824,กรุงเทพมหานคร
848,849,2023,2,2023,7,11,จ.สมุทรปราการ,49.65284625,สมุทรปราการ
849,850,2023,2,2023,7,12,จ.นนทบุรี,79.26574112,นนทบุรี
850,851,2023,2,2023,7,13,จ.ปทุมธานี,98.69169546,ปทุมธานี
851,852,2023,2,2023,7,14,จ.พระนครศรีอยุธยา,91.41453523,พระนครศรีอยุธยา
852,853,2023,2,2023,7,15,จ.อ่างทอง,85.57689544,อ่างทอง
853,854,2023,2,2023,7,16,จ.ลพบุรี,83.15565087,ลพบุรี
854,855,2023,2,2023,7,17,จ.สิงห์บุรี,104.3306771,สิงห์บุรี
855,856,2023,2,2023,7,18,จ.ชัยนาท,137.7902233,ชัยนาท
856,857,2023,2,2023,7,19,จ.สระบุรี,85.20838895,สระบุรี
861,862,2023,2,2023,7,24,จ.ฉะเชิงเทรา,132.0045097,ฉะเชิงเทรา
863,864,2023,2,2023,7,26,จ.นครนายก,171.8331137,นครนายก
902,903,2023,2,2023,7,70,จ.ราชบุรี,106.1102562,ราชบุรี
904,905,2023,2,2023,7,72,จ.สุพรรณบุรี,106.1870329,สุพรรณบุรี
905,906,2023,2,2023,7,73,จ.นครปฐม,79.17401891,นครปฐม
906,907,2023,2,2023,7,74,จ.สมุทรสาคร,69.57933613,สมุทรสาคร
907,908,2023,2,2023,7,75,จ.สมุทรสงคราม,114.1273043,สมุทรสงคราม
908,909,2023,2,2023,7,76,จ.เพชรบุรี,70.77125922,เพชรบุรี
924,925,2023,3,2023,3,10,กรุงเทพมหานคร,156.3168909,กรุงเทพมหานคร
925,926,2023,3,2023,3,11,จ.สมุทรปราการ,144.9018933,สมุทรปราการ
926,927,2023,3,2023,3,12,จ.นนทบุรี,157.2669794,นนทบุรี
927,928,2023,3,2023,3,13,จ.ปทุมธานี,166.8945664,ปทุมธานี
928,929,2023,3,2023,3,14,จ.พระนครศรีอยุธยา,157.3547513,พระนครศรีอยุธยา
929,930,2023,3,2023,3,15,จ.อ่างทอง,122.6504862,อ่างทอง
930,931,2023,3,2023,3,16,จ.ลพบุรี,77.1842078,ลพบุรี
931,932,2023,3,2023,3,17,จ.สิงห์บุรี,90.87302588,สิงห์บุรี
932,933,2023,3,2023,3,18,จ.ชัยนาท,64.3362423,ชัยนาท
933,934,2023,3,2023,3,19,จ.สระบุรี,122.8983923,สระบุรี
938,939,2023,3,2023,3,24,จ.ฉะเชิงเทรา,123.322351,ฉะเชิงเทรา
940,941,2023,3,2023,3,26,จ.นครนายก,120.5584431,นครนายก
979,980,2023,3,2023,3,70,จ.ราชบุรี,186.0932525,ราชบุรี
981,982,2023,3,2023,3,72,จ.สุพรรณบุรี,110.5674013,สุพรรณบุรี
982,983,2023,3,2023,3,73,จ.นครปฐม,136.3675461,นครปฐม
983,984,2023,3,2023,3,74,จ.สมุทรสาคร,157.7162934,สมุทรสาคร
984,985,2023,3,2023,3,75,จ.สมุทรสงคราม,196.1196523,สมุทรสงคราม
985,986,2023,3,2023,3,76,จ.เพชรบุรี,349.4985033,เพชรบุรี
1001,1002,2023,3,2023,4,10,กรุงเทพมหานคร,29.20181053,กรุงเทพมหานคร
1002,1003,2023,3,2023,4,11,จ.สมุทรปราการ,16.372338,สมุทรปราการ
1003,1004,2023,3,2023,4,12,จ.นนทบุรี,35.15480297,นนทบุรี
1004,1005,2023,3,2023,4,13,จ.ปทุมธานี,46.99973185,ปทุมธานี
1005,1006,2023,3,2023,4,14,จ.พระนครศรีอยุธยา,28.90693899,พระนครศรีอยุธยา
1006,1007,2023,3,2023,4,15,จ.อ่างทอง,18.81645885,อ่างทอง
1007,1008,2023,3,2023,4,16,จ.ลพบุรี,33.9353883,ลพบุรี
1008,1009,2023,3,2023,4,17,จ.สิงห์บุรี,24.61547554,สิงห์บุรี
1009,1010,2023,3,2023,4,18,จ.ชัยนาท,15.7435962,ชัยนาท
1010,1011,2023,3,2023,4,19,จ.สระบุรี,50.21295644,สระบุรี
1015,1016,2023,3,2023,4,24,จ.ฉะเชิงเทรา,62.43158591,ฉะเชิงเทรา
1017,1018,2023,3,2023,4,26,จ.นครนายก,50.86223767,นครนายก
1056,1057,2023,3,2023,4,70,จ.ราชบุรี,8.391087259,ราชบุรี
1058,1059,2023,3,2023,4,72,จ.สุพรรณบุรี,7.187308629,สุพรรณบุรี
1059,1060,2023,3,2023,4,73,จ.นครปฐม,12.19684181,นครปฐม
1060,1061,2023,3,2023,4,74,จ.สมุทรสาคร,14.72088525,สมุทรสาคร
