,Year,Month,ProvinceID,ProvinceName,Tmax,Tmin
3430,2022,5,77,ประจวบคีรีขันธ์,36.5,22.8
3445,2022,6,10,กรุงเทพมหานคร,37.7,22.6
3446,2022,6,11,สมุทรปราการ,33.6,22.9
3447,2022,6,13,ปทุมธานี,37.5,23.5
3448,2022,6,14,พระนครศรีอยุธยา,37.2,21.8
3449,2022,6,16,ลพบุรี,37.3,22.4
3450,2022,6,18,ชัยนาท,35.6,23.6
3455,2022,6,24,ฉะเชิงเทรา,37.4,22.5
3490,2022,6,70,ราชบุรี,36.3,24.1
3491,2022,6,71,กาญจนบุรี,38.1,21.5
3492,2022,6,72,สุพรรณบุรี,39.4,21.4
3493,2022,6,73,นครปฐม,37.5,24
3494,2022,6,76,เพชรบุรี,34.8,23.5
3495,2022,6,77,ประจวบคีรีขันธ์,37,23
3510,2022,7,10,กรุงเทพมหานคร,36.6,22.5
3511,2022,7,11,สมุทรปราการ,32,23.2
3512,2022,7,13,ปทุมธานี,36.7,24
3513,2022,7,14,พระนครศรีอยุธยา,37.5,23.2
3514,2022,7,16,ลพบุรี,38,23.7
3515,2022,7,18,ชัยนาท,36.6,24
3520,2022,7,24,ฉะเชิงเทรา,36.6,22.8
3555,2022,7,70,ราชบุรี,35.7,24.5
3556,2022,7,71,กาญจนบุรี,37.4,21.5
3557,2022,7,72,สุพรรณบุรี,37.4,20.1
3558,2022,7,73,นครปฐม,37.3,23.7
3559,2022,7,76,เพชรบุรี,36.5,23.1
3560,2022,7,77,ประจวบคีรีขันธ์,35.8,22.9
3575,2022,8,10,กรุงเทพมหานคร,36.7,23
3576,2022,8,11,สมุทรปราการ,32.7,23.2
3577,2022,8,13,ปทุมธานี,36.5,23.5
3578,2022,8,14,พระนครศรีอยุธยา,36,22
3579,2022,8,16,ลพบุรี,36.9,22.6
3580,2022,8,18,ชัยนาท,35.5,22.7
3585,2022,8,24,ฉะเชิงเทรา,36.5,22.7
3620,2022,8,70,ราชบุรี,35.6,23.3
3621,2022,8,71,กาญจนบุรี,38,20.5
3622,2022,8,72,สุพรรณบุรี,36.6,19.5
3623,2022,8,73,นครปฐม,36.9,24
3624,2022,8,76,เพชรบุรี,35.5,22.3
3625,2022,8,77,ประจวบคีรีขันธ์,35.8,22.2
3640,2022,9,10,กรุงเทพมหานคร,35.3,23.2
3641,2022,9,11,สมุทรปราการ,32.7,23.6
3642,2022,9,13,ปทุมธานี,35.5,23.8
3643,2022,9,14,พระนครศรีอยุธยา,35.5,22.5
3644,2022,9,16,ลพบุรี,36.6,23.4
3645,2022,9,18,ชัยนาท,35.7,23.4
3650,2022,9,24,ฉะเชิงเทรา,35.4,21.5
3685,2022,9,70,ราชบุรี,35.6,23.5
3686,2022,9,71,กาญจนบุรี,36.3,22.3
3687,2022,9,72,สุพรรณบุรี,36.3,19.9
3688,2022,9,73,นครปฐม,35.6,23.8
3689,2022,9,76,เพชรบุรี,35,21.8
3690,2022,9,77,ประจวบคีรีขันธ์,36.1,22.3
3705,2022,10,10,กรุงเทพมหานคร,35.7,21.6
3706,2022,10,11,สมุทรปราการ,32.3,22.8
3707,2022,10,13,ปทุมธานี,35.5,21.2
3708,2022,10,14,พระนครศรีอยุธยา,35.9,21.5
3709,2022,10,16,ลพบุรี,34.5,20.2
3710,2022,10,18,ชัยนาท,34.3,20.5
3715,2022,10,24,ฉะเชิงเทรา,35.2,20.2
3750,2022,10,70,ราชบุรี,34.3,22.4
3751,2022,10,71,กาญจนบุรี,34.5,19.4
3752,2022,10,72,สุพรรณบุรี,34.6,17.3
3753,2022,10,73,นครปฐม,33.8,21
3754,2022,10,76,เพชรบุรี,33.4,20.6
3755,2022,10,77,ประจวบคีรีขันธ์,33.9,21.2
3770,2022,11,10,กรุงเทพมหานคร,35.6,20.6
3771,2022,11,11,สมุทรปราการ,33.4,23.1
3772,2022,11,13,ปทุมธานี,35.8,20.9
3773,2022,11,14,พระนครศรีอยุธยา,36,19
3774,2022,11,16,ลพบุรี,35.5,17.5
3775,2022,11,18,ชัยนาท,34.1,20.2
3780,2022,11,24,ฉะเชิงเทรา,36.4,15.3
3815,2022,11,70,ราชบุรี,34,18.9
3816,2022,11,71,กาญจนบุรี,35.2,17.5
3817,2022,11,72,สุพรรณบุรี,35.2,19.7
3818,2022,11,73,นครปฐม,33.6,18.8
3819,2022,11,76,เพชรบุรี,34.5,19.9
3820,2022,11,77,ประจวบคีรีขันธ์,34.5,17
3835,2022,12,10,กรุงเทพมหานคร,34.7,18.5
3836,2022,12,11,สมุทรปราการ,31.7,19.7
3837,2022,12,13,ปทุมธานี,34.2,18
3838,2022,12,14,พระนครศรีอยุธยา,34.4,17.5
3839,2022,12,16,ลพบุรี,33.6,14.9
3840,2022,12,18,ชัยนาท,32.6,17.3
3845,2022,12,24,ฉะเชิงเทรา,34,15
3880,2022,12,70,ราชบุรี,33.5,17.2
3881,2022,12,71,กาญจนบุรี,34.3,15.6
3882,2022,12,72,สุพรรณบุรี,33.6,16.8
3883,2022,12,73,นครปฐม,32.8,16.4
3884,2022,12,76,เพชรบุรี,33.5,17.6
3885,2022,12,77,ประจวบคีรีขันธ์,33.2,16.2
3900,2023,1,10,กรุงเทพมหานคร,35.6,18.4
3901,2023,1,11,สมุทรปราการ,32,17.5
3902,2023,1,13,ปทุมธานี,36,17.5
3903,2023,1,14,พระนครศรีอยุธยา,35.4,14.5
3904,2023,1,16,ลพบุรี,35.4,13.3
3905,2023,1,18,ชัยนาท,33.5,15.3
3910,2023,1,24,ฉะเชิงเทรา,35.9,16
3945,2023,1,70,ราชบุรี,35.7,16.5
3946,2023,1,71,กาญจนบุรี,36.7,13.8
3947,2023,1,72,สุพรรณบุรี,36,15.6
3948,2023,1,73,นครปฐม,35.1,14.9
3949,2023,1,76,เพชรบุรี,33.6,18.2
3950,2023,1,77,ประจวบคีรีขันธ์,35.4,16.5
3965,2023,2,10,กรุงเทพมหานคร,36.5,19.5
3966,2023,2,11,สมุทรปราการ,32.2,22.4
3967,2023,2,13,ปทุมธานี,37,18.5
3968,2023,2,14,พระนครศรีอยุธยา,36.9,16.5
3969,2023,2,16,ลพบุรี,38.3,14.4
3970,2023,2,18,ชัยนาท,35.8,16.9
3975,2023,2,24,ฉะเชิงเทรา,37.4,17
4010,2023,2,70,ราชบุรี,35.7,16.5
4011,2023,2,71,กาญจนบุรี,37.8,16
4012,2023,2,72,สุพรรณบุรี,35.8,17.1
4013,2023,2,73,นครปฐม,36.5,15.4
4014,2023,2,76,เพชรบุรี,33.8,19.5
4015,2023,2,77,ประจวบคีรีขันธ์,35.3,17.9
4030,2023,3,10,กรุงเทพมหานคร,37.1,22.3
4031,2023,3,11,สมุทรปราการ,32.6,24.4
4032,2023,3,13,ปทุมธานี,39,21.1
4033,2023,3,14,พระนครศรีอยุธยา,37.8,20.1
4034,2023,3,16,ลพบุรี,41.5,17.8
4035,2023,3,18,ชัยนาท,38.5,19
4040,2023,3,24,ฉะเชิงเทรา,39.5,18.3
4075,2023,3,70,ราชบุรี,37.7,20.1
4076,2023,3,71,กาญจนบุรี,40.5,17.6
4077,2023,3,72,สุพรรณบุรี,39.6,19.6
4078,2023,3,73,นครปฐม,38.2,17.8
4079,2023,3,76,เพชรบุรี,33.7,21.2
4080,2023,3,77,ประจวบคีรีขันธ์,38.2,17.7
4095,2023,4,10,กรุงเทพมหานคร,40,25.4
4096,2023,4,11,สมุทรปราการ,33.4,25.7
4097,2023,4,13,ปทุมธานี,41,24.5
4098,2023,4,14,พระนครศรีอยุธยา,40,23.2
4099,2023,4,16,ลพบุรี,42,23.1
4100,2023,4,18,ชัยนาท,39.4,24.2
4105,2023,4,24,ฉะเชิงเทรา,39.7,22.9
4140,2023,4,70,ราชบุรี,39.9,22.8
4141,2023,4,71,กาญจนบุรี,41.6,22.3
4142,2023,4,72,สุพรรณบุรี,41.1,24.2
4143,2023,4,73,นครปฐม,39.6,22.5
4144,2023,4,76,เพชรบุรี,35.6,24.3
4145,2023,4,77,ประจวบคีรีขันธ์,39.5,21.3
4160,2023,5,10,กรุงเทพมหานคร,41,25.1
4161,2023,5,11,สมุทรปราการ,35.1,25.1
4162,2023,5,13,ปทุมธานี,40.8,24.8
4163,2023,5,14,พระนครศรีอยุธยา,39.9,23
4164,2023,5,16,ลพบุรี,41.1,24.1
4165,2023,5,18,ชัยนาท,39.7,23.8
4170,2023,5,24,ฉะเชิงเทรา,38.7,23.2
4205,2023,5,70,ราชบุรี,40.7,25
4206,2023,5,71,กาญจนบุรี,41.3,22.1
4207,2023,5,72,สุพรรณบุรี,41.8,23.8
4208,2023,5,73,นครปฐม,41.1,24.5
4209,2023,5,76,เพชรบุรี,38,25
4210,2023,5,77,ประจวบคีรีขันธ์,40.4,23.3
4225,2023,6,10,กรุงเทพมหานคร,38,26.8
4226,2023,6,11,สมุทรปราการ,33.3,28.7
4227,2023,6,13,ปทุมธานี,37.3,26.2
4228,2023,6,14,พระนครศรีอยุธยา,35.5,24
4229,2023,6,16,ลพบุรี,37.4,24.6
4230,2023,6,18,ชัยนาท,36,25.5
4235,2023,6,24,ฉะเชิงเทรา,36.8,24.2
4270,2023,6,70,ราชบุรี,37.7,25
4271,2023,6,71,กาญจนบุรี,38.1,24
4272,2023,6,72,สุพรรณบุรี,37.2,25
4273,2023,6,73,นครปฐม,37,26
4274,2023,6,76,เพชรบุรี,35.2,26.1
4275,2023,6,77,ประจวบคีรีขันธ์,37.7,23.8
4290,2023,7,10,กรุงเทพมหานคร,38.2,23.9
4291,2023,7,11,สมุทรปราการ,33.8,26.1
4292,2023,7,13,ปทุมธานี,37.5,24.5
4293,2023,7,14,พระนครศรีอยุธยา,36.8,23
4294,2023,7,16,ลพบุรี,38.7,24.1
4295,2023,7,18,ชัยนาท,37.5,24.7
4300,2023,7,24,ฉะเชิงเทรา,38.2,24.1
4335,2023,7,70,ราชบุรี,36.2,24.1
4336,2023,7,71,กาญจนบุรี,37.8,23.2
4337,2023,7,72,สุพรรณบุรี,37.8,24.1
4338,2023,7,73,นครปฐม,37,24
4339,2023,7,76,เพชรบุรี,37.2,24.4
4340,2023,7,77,ประจวบคีรีขันธ์,37.7,22.6
4355,2023,8,10,กรุงเทพมหานคร,37.7,24.7
4356,2023,8,11,สมุทรปราการ,32.9,23.9
4357,2023,8,13,ปทุมธานี,37.7,25.5
4358,2023,8,14,พระนครศรีอยุธยา,36.7,23.6
4359,2023,8,16,ลพบุรี,38.5,24.1
4360,2023,8,18,ชัยนาท,38.2,24.9
4365,2023,8,24,ฉะเชิงเทรา,37,24.1
4400,2023,8,70,ราชบุรี,37.4,24.5
4401,2023,8,71,กาญจนบุรี,38.1,23.2
4402,2023,8,72,สุพรรณบุรี,38.6,25.1
4403,2023,8,73,นครปฐม,37.8,24.5
4404,2023,8,76,เพชรบุรี,36.4,24.9
4405,2023,8,77,ประจวบคีรีขันธ์,38,23.2
4420,2023,9,10,กรุงเทพมหานคร,36.2,24.2
4421,2023,9,11,สมุทรปราการ,33.2,27
4422,2023,9,13,ปทุมธานี,37,25.4
4423,2023,9,14,พระนครศรีอยุธยา,36.2,23.4
4424,2023,9,16,ลพบุรี,36,24.1
4425,2023,9,18,ชัยนาท,36,25.3
4430,2023,9,24,ฉะเชิงเทรา,35,23.8
4465,2023,9,70,ราชบุรี,35,24.8
4466,2023,9,71,กาญจนบุรี,36,23.5
4467,2023,9,72,สุพรรณบุรี,37.6,25
4468,2023,9,73,นครปฐม,37.2,24.8
4469,2023,9,76,เพชรบุรี,35,23.8
4470,2023,9,77,ประจวบคีรีขันธ์,36.5,23.6
4485,2023,10,10,กรุงเทพมหานคร,36.1,23.6
4486,2023,10,11,สมุทรปราการ,33.1,24
4487,2023,10,13,ปทุมธานี,36.2,24.4
4488,2023,10,14,พระนครศรีอยุธยา,36.2,23
4489,2023,10,16,ลพบุรี,36.3,23.2
4490,2023,10,18,ชัยนาท,35,23.4
4495,2023,10,24,ฉะเชิงเทรา,35,23.6
4530,2023,10,70,ราชบุรี,35.5,23.8
4531,2023,10,71,กาญจนบุรี,36,21.5
4532,2023,10,72,สุพรรณบุรี,36.1,23.9
4533,2023,10,73,นครปฐม,35.8,23.5
4534,2023,10,76,เพชรบุรี,34,22.3
4535,2023,10,77,ประจวบคีรีขันธ์,35.8,22.5
4550,2023,11,10,กรุงเทพมหานคร,36,21
4551,2023,11,11,สมุทรปราการ,32.9,24
4552,2023,11,13,ปทุมธานี,36.3,20
4553,2023,11,14,พระนครศรีอยุธยา,36,17.3
4554,2023,11,16,ลพบุรี,36.1,16.5
4555,2023,11,18,ชัยนาท,34.6,18.5
4560,2023,11,24,ฉะเชิงเทรา,35.8,18.3
4595,2023,11,70,ราชบุรี,34.8,19.9
4596,2023,11,71,กาญจนบุรี,36.2,17.4
4597,2023,11,72,สุพรรณบุรี,35.5,17.5
4598,2023,11,73,นครปฐม,35.2,18
4599,2023,11,76,เพชรบุรี,33.4,18.4
4600,2023,11,77,ประจวบคีรีขันธ์,34.2,17
4615,2023,12,10,กรุงเทพมหานคร,36.8,18.2
4616,2023,12,11,สมุทรปราการ,34.6,22.4
4617,2023,12,13,ปทุมธานี,36.5,18.1
4618,2023,12,14,พระนครศรีอยุธยา,36.3,16
4619,2023,12,16,ลพบุรี,37.6,16
4620,2023,12,18,ชัยนาท,34.9,16.2
4625,2023,12,24,ฉะเชิงเทรา,36.5,16.5
4660,2023,12,70,ราชบุรี,34.3,18.1
4661,2023,12,71,กาญจนบุรี,35.5,15.8
4662,2023,12,72,สุพรรณบุรี,35.2,17.8
4663,2023,12,73,นครปฐม,34.3,18.4
4664,2023,12,76,เพชรบุรี,33.8,16.9
4665,2023,12,77,ประจวบคีรีขันธ์,34.6,19
4680,2024,1,10,กรุงเทพมหานคร,36.8,22.2
4681,2024,1,11,สมุทรปราการ,32.7,23.5
4682,2024,1,13,ปทุมธานี,36.5,21.1
4683,2024,1,14,พระนครศรีอยุธยา,36,18.5
4684,2024,1,16,ลพบุรี,36.7,18.3
4685,2024,1,18,ชัยนาท,34.3,19.9
4690,2024,1,24,ฉะเชิงเทรา,36.7,18.4
4725,2024,1,70,ราชบุรี,35.3,20
4726,2024,1,71,กาญจนบุรี,37,15.5
4727,2024,1,72,สุพรรณบุรี,35.6,17.9
4728,2024,1,73,นครปฐม,35.5,18
4729,2024,1,76,เพชรบุรี,32.8,19
4730,2024,1,77,ประจวบคีรีขันธ์,36.5,19.1
4745,2024,2,10,กรุงเทพมหานคร,37.6,21.6
4746,2024,2,11,สมุทรปราการ,32.8,22.3
4747,2024,2,13,ปทุมธานี,37.8,21.5
4748,2024,2,14,พระนครศรีอยุธยา,36.8,18
4749,2024,2,16,ลพบุรี,39.9,17
4750,2024,2,18,ชัยนาท,36.2,19.5
4755,2024,2,24,ฉะเชิงเทรา,38.1,18.9
4790,2024,2,70,ราชบุรี,37.4,19.6
4791,2024,2,71,กาญจนบุรี,39,16.5
4792,2024,2,72,สุพรรณบุรี,37.5,19.2
4793,2024,2,73,นครปฐม,37.7,17.4
4794,2024,2,76,เพชรบุรี,33.1,19.3
4795,2024,2,77,ประจวบคีรีขันธ์,38,19
4810,2024,3,10,กรุงเทพมหานคร,37.7,23.8
4811,2024,3,11,สมุทรปราการ,32.7,23.5
4812,2024,3,13,ปทุมธานี,40.2,24
4813,2024,3,14,พระนครศรีอยุธยา,40.3,21.8
4814,2024,3,16,ลพบุรี,41.1,22.5
4815,2024,3,18,ชัยนาท,40.2,23.2
4820,2024,3,24,ฉะเชิงเทรา,38,22.8
4855,2024,3,70,ราชบุรี,38.6,23
4856,2024,3,71,กาญจนบุรี,41.7,19.3
4857,2024,3,72,สุพรรณบุรี,41.1,23.2
4858,2024,3,73,นครปฐม,39.5,22.9
4859,2024,3,76,เพชรบุรี,34,19.8
4860,2024,3,77,ประจวบคีรีขันธ์,39.6,20.1
4875,2024,4,10,กรุงเทพมหานคร,41.1,26
4876,2024,4,11,สมุทรปราการ,34.3,28.2
4877,2024,4,13,ปทุมธานี,42.8,27.3
4878,2024,4,14,พระนครศรีอยุธยา,41.1,23.7
4879,2024,4,16,ลพบุรี,43.3,25.7
4880,2024,4,18,ชัยนาท,41,26
4885,2024,4,24,ฉะเชิงเทรา,41,25
4920,2024,4,70,ราชบุรี,41,23.9
4921,2024,4,71,กาญจนบุรี,43,21
4922,2024,4,72,สุพรรณบุรี,41.5,22.9
4923,2024,4,73,นครปฐม,40.8,24.5
4924,2024,4,76,เพชรบุรี,37.4,23.3
4925,2024,4,77,ประจวบคีรีขันธ์,41.5,22.4
4940,2024,5,10,กรุงเทพมหานคร,40.1,24.7
4941,2024,5,11,สมุทรปราการ,34.7,24
4942,2024,5,13,ปทุมธานี,41.5,25
4943,2024,5,14,พระนครศรีอยุธยา,40,23.1
4944,2024,5,16,ลพบุรี,42.6,24
4945,2024,5,18,ชัยนาท,40.6,25
4950,2024,5,24,ฉะเชิงเทรา,40,23.5
4985,2024,5,70,ราชบุรี,40.6,25.1
4986,2024,5,71,กาญจนบุรี,42.7,23.4
4987,2024,5,72,สุพรรณบุรี,41,24.3
4988,2024,5,73,นครปฐม,40.7,25
4989,2024,5,76,เพชรบุรี,36.7,24.3
4990,2024,5,77,ประจวบคีรีขันธ์,41,24
5005,2024,6,10,กรุงเทพมหานคร,36.4,28
5006,2024,6,11,สมุทรปราการ,33,28.7
5007,2024,6,13,ปทุมธานี,37.1,27.5
5008,2024,6,14,พระนครศรีอยุธยา,35.3,25.5
5009,2024,6,16,ลพบุรี,36.7,25.8
5010,2024,6,18,ชัยนาท,37.7,27
5015,2024,6,24,ฉะเชิงเทรา,36.4,26.4
5050,2024,6,70,ราชบุรี,34.2,26
5051,2024,6,71,กาญจนบุรี,33.8,24.4
5052,2024,6,72,สุพรรณบุรี,35.2,25.2
5053,2024,6,73,นครปฐม,34.4,26.2
5054,2024,6,76,เพชรบุรี,36.5,25.9
5055,2024,6,77,ประจวบคีรีขันธ์,37.2,24.7
5070,2024,7,10,กรุงเทพมหานคร,34.7,25.0
5071,2024,7,11,สมุทรปราการ,33.7,25.7
5072,2024,7,13,ปทุมธานี,35.1,26.5
5073,2024,7,14,พระนครศรีอยุธยา,34.0,25.0
5074,2024,7,16,ลพบุรี,36.0,25.0
5075,2024,7,18,ชัยนาท,34.4,26.0
5080,2024,7,24,ฉะเชิงเทรา,34.2,25.0
5082,2024,7,26,นครนายก,24.6,19.5
5121,2024,7,70,ราชบุรี,34.5,25.4
5122,2024,7,71,กาญจนบุรี,37.0,23.4
5123,2024,7,72,สุพรรณบุรี,36.7,24.2
5124,2024,7,73,นครปฐม,35.5,25.5
5125,2024,7,75,สมุทรสงคราม,33.1,ไม่มีผลการตรวจวัด
5126,2024,7,76,เพชรบุรี,34.0,24.8
5127,2024,7,77,ประจวบคีรีขันธ์,34.2,24.4
